8.125000000000000000e-01,8.000000000000000444e-01,7.619047619047618625e-01,5.041322314049586639e-01,7.096774193548387455e-01,6.818181818181817677e-01,5.894736842105262609e-01,3.906250000000000000e-01,6.875000000000000000e-01,7.281553398058252524e-01,5.473684210526316152e-01,4.218750000000000000e-01,9.838709677419354982e-01,9.519230769230768718e-01,8.695652173913043237e-01,5.932203389830508211e-01,8.125000000000000000e-01,8.252427184466019083e-01,7.469879518072288782e-01,4.146341463414633943e-01,6.923076923076922906e-01,7.378640776699029180e-01,5.999999999999999778e-01,4.159999999999999809e-01,9.687500000000000000e-01,9.519230769230768718e-01,9.310344827586206629e-01,5.833333333333333703e-01,7.538461538461538325e-01,9.306930693069307425e-01,8.210526315789473673e-01,5.546875000000000000e-01,6.875000000000000000e-01,7.766990291262135804e-01,6.631578947368420573e-01,4.531250000000000000e-01,2.000000000000000000e+00
6.875000000000000000e-01,6.818181818181817677e-01,5.952380952380952328e-01,3.801652892561983577e-01,7.096774193548387455e-01,6.818181818181817677e-01,5.473684210526316152e-01,4.218750000000000000e-01,6.250000000000000000e-01,7.281553398058252524e-01,5.473684210526316152e-01,3.906250000000000000e-01,8.387096774193548709e-01,8.173076923076922906e-01,7.065217391304348116e-01,4.406779661016949068e-01,6.875000000000000000e-01,7.378640776699029180e-01,5.783132530120481674e-01,3.821138211382114069e-01,6.923076923076922906e-01,6.990291262135922556e-01,5.999999999999999778e-01,3.920000000000000151e-01,7.500000000000000000e-01,9.038461538461538547e-01,8.620689655172413257e-01,5.500000000000000444e-01,6.923076923076922906e-01,7.920792079207921166e-01,6.631578947368420573e-01,4.531250000000000000e-01,6.875000000000000000e-01,6.990291262135922556e-01,5.684210526315789380e-01,3.906250000000000000e-01,2.000000000000000000e+00
6.875000000000000000e-01,6.818181818181817677e-01,5.476190476190476719e-01,4.132231404958677801e-01,6.451612903225806273e-01,6.818181818181817677e-01,5.473684210526316152e-01,3.906250000000000000e-01,6.875000000000000000e-01,6.504854368932039277e-01,5.473684210526316152e-01,3.906250000000000000e-01,7.096774193548387455e-01,7.307692307692307265e-01,5.543478260869565410e-01,4.067796610169491789e-01,6.875000000000000000e-01,6.990291262135922556e-01,5.783132530120481674e-01,3.577235772357723609e-01,6.923076923076922906e-01,6.990291262135922556e-01,5.999999999999999778e-01,4.159999999999999809e-01,6.875000000000000000e-01,7.692307692307692735e-01,6.896551724137931494e-01,4.416666666666666519e-01,6.923076923076922906e-01,7.128712871287128383e-01,5.684210526315789380e-01,3.906250000000000000e-01,6.875000000000000000e-01,6.990291262135922556e-01,5.684210526315789380e-01,3.906250000000000000e-01,2.000000000000000000e+00
6.250000000000000000e-01,6.818181818181817677e-01,5.476190476190476719e-01,3.801652892561983577e-01,7.096774193548387455e-01,6.090909090909091272e-01,5.473684210526316152e-01,3.906250000000000000e-01,6.250000000000000000e-01,6.504854368932039277e-01,5.052631578947368585e-01,3.671875000000000000e-01,7.096774193548387455e-01,6.923076923076922906e-01,5.543478260869565410e-01,3.813559322033898136e-01,6.875000000000000000e-01,6.990291262135922556e-01,5.783132530120481674e-01,3.821138211382114069e-01,5.692307692307692069e-01,6.990291262135922556e-01,5.999999999999999778e-01,4.159999999999999809e-01,6.875000000000000000e-01,6.923076923076922906e-01,5.862068965517240882e-01,3.750000000000000000e-01,6.923076923076922906e-01,7.128712871287128383e-01,5.684210526315789380e-01,3.906250000000000000e-01,6.875000000000000000e-01,7.378640776699029180e-01,5.684210526315789380e-01,3.906250000000000000e-01,2.000000000000000000e+00
6.875000000000000000e-01,6.090909090909091272e-01,5.476190476190476719e-01,3.801652892561983577e-01,6.451612903225806273e-01,6.090909090909091272e-01,5.052631578947368585e-01,3.671875000000000000e-01,6.250000000000000000e-01,7.281553398058252524e-01,5.473684210526316152e-01,3.906250000000000000e-01,7.096774193548387455e-01,6.923076923076922906e-01,5.543478260869565410e-01,4.067796610169491789e-01,5.625000000000000000e-01,6.990291262135922556e-01,5.783132530120481674e-01,3.821138211382114069e-01,5.692307692307692069e-01,6.990291262135922556e-01,6.444444444444444864e-01,4.480000000000000093e-01,6.875000000000000000e-01,6.923076923076922906e-01,5.862068965517240882e-01,3.750000000000000000e-01,6.923076923076922906e-01,7.524752475247524774e-01,5.684210526315789380e-01,3.906250000000000000e-01,6.093750000000000000e-01,7.766990291262135804e-01,6.210526315789474117e-01,4.531250000000000000e-01,2.000000000000000000e+00
6.250000000000000000e-01,6.090909090909091272e-01,5.000000000000000000e-01,3.553719008264462631e-01,6.451612903225806273e-01,6.818181818181817677e-01,5.473684210526316152e-01,3.906250000000000000e-01,5.625000000000000000e-01,7.281553398058252524e-01,5.473684210526316152e-01,3.906250000000000000e-01,5.806451612903226200e-01,6.923076923076922906e-01,5.543478260869565410e-01,4.067796610169491789e-01,5.625000000000000000e-01,6.990291262135922556e-01,6.265060240963855609e-01,4.146341463414633943e-01,5.692307692307692069e-01,7.378640776699029180e-01,7.555555555555555358e-01,4.719999999999999751e-01,6.875000000000000000e-01,7.307692307692307265e-01,5.862068965517240882e-01,3.750000000000000000e-01,6.153846153846154188e-01,7.920792079207921166e-01,6.210526315789474117e-01,4.531250000000000000e-01,6.093750000000000000e-01,7.766990291262135804e-01,6.210526315789474117e-01,4.531250000000000000e-01,2.000000000000000000e+00
5.625000000000000000e-01,6.818181818181817677e-01,5.952380952380952328e-01,4.132231404958677801e-01,5.806451612903226200e-01,6.818181818181817677e-01,5.894736842105262609e-01,4.531250000000000000e-01,6.250000000000000000e-01,6.893203883495145901e-01,5.894736842105262609e-01,3.906250000000000000e-01,6.451612903225806273e-01,7.692307692307692735e-01,7.065217391304348116e-01,4.661016949152542166e-01,6.250000000000000000e-01,8.252427184466019083e-01,7.469879518072288782e-01,4.390243902439024404e-01,6.307692307692307487e-01,7.766990291262135804e-01,6.999999999999999556e-01,4.480000000000000093e-01,6.093750000000000000e-01,7.692307692307692735e-01,6.896551724137931494e-01,4.416666666666666519e-01,6.153846153846154188e-01,7.524752475247524774e-01,5.684210526315789380e-01,4.218750000000000000e-01,6.093750000000000000e-01,7.378640776699029180e-01,5.684210526315789380e-01,3.906250000000000000e-01,2.000000000000000000e+00
5.625000000000000000e-01,6.818181818181817677e-01,5.952380952380952328e-01,4.462809917355372025e-01,6.451612903225806273e-01,6.454545454545455030e-01,5.894736842105262609e-01,3.906250000000000000e-01,5.625000000000000000e-01,6.504854368932039277e-01,5.473684210526316152e-01,3.671875000000000000e-01,6.451612903225806273e-01,8.173076923076922906e-01,7.065217391304348116e-01,4.661016949152542166e-01,6.250000000000000000e-01,7.766990291262135804e-01,6.867469879518072196e-01,4.146341463414633943e-01,6.307692307692307487e-01,6.601941747572815933e-01,5.555555555555555802e-01,3.920000000000000151e-01,6.093750000000000000e-01,7.307692307692307265e-01,5.862068965517240882e-01,4.083333333333333259e-01,6.153846153846154188e-01,7.524752475247524774e-01,5.684210526315789380e-01,3.906250000000000000e-01,6.093750000000000000e-01,6.601941747572815933e-01,5.263157894736841813e-01,3.906250000000000000e-01,2.000000000000000000e+00
5.625000000000000000e-01,5.636363636363636020e-01,5.000000000000000000e-01,3.553719008264462631e-01,5.806451612903226200e-01,6.090909090909091272e-01,5.052631578947368585e-01,3.671875000000000000e-01,5.625000000000000000e-01,6.893203883495145901e-01,5.473684210526316152e-01,3.359375000000000000e-01,6.451612903225806273e-01,6.538461538461538547e-01,5.543478260869565410e-01,3.474576271186440857e-01,5.625000000000000000e-01,6.213592233009708199e-01,5.783132530120481674e-01,3.252032520325203180e-01,5.692307692307692069e-01,6.601941747572815933e-01,5.555555555555555802e-01,3.920000000000000151e-01,5.468750000000000000e-01,6.153846153846154188e-01,4.942528735632183978e-01,3.416666666666666741e-01,5.538461538461538769e-01,6.336633663366336711e-01,4.842105263157894801e-01,3.281250000000000000e-01,6.093750000000000000e-01,5.825242718446601575e-01,4.526315789473684403e-01,3.281250000000000000e-01,3.000000000000000000e+00
5.625000000000000000e-01,6.090909090909091272e-01,5.000000000000000000e-01,3.553719008264462631e-01,5.806451612903226200e-01,6.454545454545455030e-01,5.473684210526316152e-01,3.359375000000000000e-01,5.625000000000000000e-01,6.504854368932039277e-01,4.210526315789473450e-01,3.671875000000000000e-01,5.806451612903226200e-01,6.153846153846154188e-01,5.543478260869565410e-01,3.474576271186440857e-01,5.625000000000000000e-01,6.601941747572815933e-01,5.301204819277108848e-01,3.577235772357723609e-01,5.692307692307692069e-01,6.213592233009708199e-01,5.555555555555555802e-01,3.599999999999999867e-01,5.468750000000000000e-01,6.153846153846154188e-01,4.942528735632183978e-01,3.083333333333333481e-01,6.153846153846154188e-01,5.940594059405940319e-01,4.526315789473684403e-01,3.281250000000000000e-01,6.093750000000000000e-01,5.825242718446601575e-01,4.526315789473684403e-01,2.968750000000000000e-01,3.000000000000000000e+00
